source_id,target_id,pair_id,label,cosine_tfidf,manufacturer_lev,manufacturer_jaccard,manufacturer_relaxed_jaccard,manufacturer_overlap,manufacturer_containment,title_lev,title_jaccard,title_relaxed_jaccard,title_overlap,title_cosine_tfidf,title_containment,price_abs_diff,price_num_equal
571,946,571-946,0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.40909090909090906,0.2222222222222222,0.2222222222222222,0.0,0.0,0.4,284.04,0.0
574,2423,574-2423,0,0.1743210111312646,-1.0,-1.0,-1.0,-1.0,-1.0,0.3584905660377359,0.1,0.2222222222222222,0.0,0.18258370491474896,0.25,305.4,0.0
250,2839,250-2839,0,0.2573215479170871,-1.0,-1.0,-1.0,-1.0,-1.0,0.6206896551724138,0.25,0.25,0.0,0.2803887567204557,0.4,300.0,0.0
1162,2109,1162-2109,1,0.5288355373980737,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.5808526583085992,0.5714285714285714,75.05000000000001,0.0
741,358,741-358,1,0.0,1.0,1.0,1.0,1.0,1.0,0.4814814814814815,0.375,0.375,0.0,0.0,0.6,0.9900000000000091,0.0
396,1253,396-1253,0,0.04682632138047883,-1.0,-1.0,-1.0,-1.0,-1.0,0.2894736842105263,0.14285714285714285,0.14285714285714285,0.0,0.0733354982684412,0.5,299.96,0.0
513,989,513-989,0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.38636363636363635,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,3.0,0.0
892,951,892-951,0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3076923076923077,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,703.01,0.0
1229,1595,1229-1595,0,0.1631111523329003,-1.0,-1.0,-1.0,-1.0,-1.0,0.4375,0.16666666666666666,0.16666666666666666,0.0,0.20556076835413892,0.2857142857142857,-1.0,-1.0
510,2845,510-2845,0,0.2691074612963691,-1.0,-1.0,-1.0,-1.0,-1.0,0.43243243243243246,0.18181818181818182,0.18181818181818182,0.0,0.2579678718005797,0.3333333333333333,10.04,0.0
26,521,26-521,0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2962962962962963,0.2857142857142857,0.5,0.0,0.0,0.5,1566.99,0.0
1272,2438,1272-2438,0,0.37551079226090756,-1.0,-1.0,-1.0,-1.0,-1.0,0.2272727272727273,0.14285714285714285,0.14285714285714285,0.0,0.3416733523874892,0.5,84.02000000000001,0.0
808,313,808-313,0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4727272727272728,0.36363636363636365,0.36363636363636365,0.0,0.0,0.6666666666666666,4.5,0.0
135,1886,135-1886,0,0.3973454051070433,-1.0,-1.0,-1.0,-1.0,-1.0,0.5492957746478873,0.5,0.5,0.0,0.46596372312931855,0.7272727272727273,303.0799999999999,0.0
93,2959,93-2959,0,0.2662869492953427,-1.0,-1.0,-1.0,-1.0,-1.0,0.43137254901960786,0.3,0.3,0.0,0.30878528367723646,0.5,89.97,0.0
1334,3188,1334-3188,0,0.5290940486472103,-1.0,-1.0,-1.0,-1.0,-1.0,0.4918032786885246,0.4166666666666667,0.4166666666666667,0.0,0.6843304271121553,0.8333333333333334,630.0,0.0
669,674,669-674,0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.43999999999999995,0.0,0.0,0.0,0.0,0.0,9.91,0.0
632,2112,632-2112,0,0.12799612145031117,-1.0,-1.0,-1.0,-1.0,-1.0,0.32352941176470584,0.14285714285714285,0.14285714285714285,0.0,0.17405501776173016,0.2857142857142857,1398.96,0.0
113,3117,113-3117,0,0.11924864003854718,-1.0,-1.0,-1.0,-1.0,-1.0,0.45945945945945943,0.17647058823529413,0.17647058823529413,0.0,0.13367705091161375,0.3333333333333333,2652.81,0.0
753,2524,753-2524,0,0.13582182397800202,-1.0,-1.0,-1.0,-1.0,-1.0,0.2678571428571429,0.2222222222222222,0.2222222222222222,0.0,0.18869626784329513,0.4,949.0,0.0
709,1548,709-1548,0,0.4677080581773717,0.1875,0.0,0.0,0.0,0.0,0.6086956521739131,0.42857142857142855,0.42857142857142855,0.0,0.5061102074005954,0.6,1.959999999999999,0.0
604,915,604-915,0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4772727272727273,0.2,0.3333333333333333,0.0,0.0,0.4,229.95999999999998,0.0
719,3106,719-3106,0,0.21140417558977653,-1.0,-1.0,-1.0,-1.0,-1.0,0.4242424242424242,0.2222222222222222,0.2222222222222222,0.0,0.2818092312155522,0.4,0.40000000000000036,0.0
646,845,646-845,0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.38095238095238093,0.2222222222222222,0.2222222222222222,0.0,0.0,0.5,-1.0,-1.0
371,3183,371-3183,0,0.3693780889987134,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,0.25,0.25,0.0,0.4038471890645742,0.4,80.0,0.0
1182,2398,1182-2398,0,0.4321422131729824,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.0,1.0,0.39534883720930236,0.2222222222222222,0.2222222222222222,0.0,0.24399091142182255,0.4,-1.0,-1.0
244,2803,244-2803,0,0.37159771942332964,-1.0,-1.0,-1.0,-1.0,-1.0,0.32835820895522383,0.3076923076923077,0.3076923076923077,0.0,0.45317650086846106,0.5714285714285714,4930.0,0.0
