source_id,target_id,pair_id,label,cosine_tfidf,Album_Name_lev,Album_Name_jaccard,Album_Name_relaxed_jaccard,Album_Name_overlap,Album_Name_containment,Released_lev,Released_jaccard,Released_relaxed_jaccard,Released_overlap,Released_containment,Artist_Name_lev,Artist_Name_jaccard,Artist_Name_relaxed_jaccard,Artist_Name_overlap,Artist_Name_containment,CopyRight_lev,CopyRight_jaccard,CopyRight_relaxed_jaccard,CopyRight_overlap,CopyRight_cosine_tfidf,CopyRight_containment,Time_lev,Time_jaccard,Time_relaxed_jaccard,Time_overlap,Time_containment,Price_lev,Price_jaccard,Price_relaxed_jaccard,Price_overlap,Price_containment,Song_Name_lev,Song_Name_jaccard,Song_Name_relaxed_jaccard,Song_Name_overlap,Song_Name_containment,Genre_lev,Genre_jaccard,Genre_relaxed_jaccard,Genre_overlap,Genre_cosine_tfidf,Genre_containment
1409,51560,1409-51560,0,0.4410542689510763,1.0,1.0,1.0,1.0,1.0,0.2727272727272727,0.5,0.5,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.9130434782608696,0.75,0.75,0.0,1.0,1.0,0.25,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.3548387096774194,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.6842105263157895,0.6666666666666666,0.6666666666666666,0.0,0.7738511666850413,1.0
1289,34035,1289-34035,0,0.2833001568846062,0.6060606060606061,0.5714285714285714,0.5714285714285714,0.0,1.0,0.2142857142857143,0.2,0.2,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.19999999999999996,0.0,0.1111111111111111,0.0,0.0,0.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.3137254901960784,0.11764705882352941,0.11764705882352941,0.0,0.2222222222222222,0.4482758620689655,0.4,0.4,0.0,0.5304321514936997,1.0
2666,35475,2666-35475,1,0.8202680695216178,1.0,1.0,1.0,1.0,1.0,0.2666666666666667,0.2,0.2,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.967741935483871,0.9090909090909091,0.9090909090909091,0.0,1.0,1.0,0.75,0.3333333333333333,0.3333333333333333,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15555555555555556,0.2,0.2,0.0,0.5105957528956494,1.0
1157,27989,1157-27989,0,0.15691993851160937,0.6190476190476191,0.6666666666666666,0.6666666666666666,0.0,1.0,0.1875,0.2,0.2,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.10344827586206895,0.0,0.058823529411764705,0.0,0.0,0.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.1636363636363637,0.058823529411764705,0.058823529411764705,0.0,0.1111111111111111,0.32499999999999996,0.2857142857142857,0.2857142857142857,0.0,0.3166474536303613,1.0
3332,7412,3332-7412,0,0.5684240538225478,0.625,0.6666666666666666,0.6666666666666666,0.0,1.0,0.2142857142857143,0.2,0.2,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.3333333333333333,0.3333333333333333,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.20408163265306123,0.07692307692307693,0.07692307692307693,0.0,0.2,0.18867924528301883,0.375,0.375,0.0,0.46186510012176546,1.0
1303,34060,1303-34060,0,0.3057555512852267,0.6060606060606061,0.5714285714285714,0.5714285714285714,0.0,1.0,0.2142857142857143,0.2,0.2,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.19999999999999996,0.0,0.1111111111111111,0.0,0.0,0.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.27450980392156865,0.07142857142857142,0.07142857142857142,0.0,0.2,0.4482758620689655,0.4,0.4,0.0,0.5304321514936997,1.0
1155,9941,1155-9941,0,0.06427508110259204,0.5,0.2,0.2,0.0,0.3333333333333333,0.05882352941176472,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.5,0.2155172413793104,0.1,0.1,0.0,0.03933442172566233,0.2857142857142857,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.23636363636363633,0.0625,0.0625,0.0,0.125,0.17500000000000004,0.0,0.0,0.0,0.0,0.0
4733,43755,4733-43755,0,0.08426368982937503,0.23333333333333328,0.125,0.125,0.0,0.25,0.1875,0.0,0.0,0.0,0.0,0.1875,0.3333333333333333,0.3333333333333333,0.0,0.5,0.36,0.0,0.14285714285714285,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.3142857142857143,0.1,0.1,0.0,0.2,0.6842105263157895,0.6666666666666666,0.6666666666666666,0.0,0.7738511666850413,1.0
3949,38669,3949-38669,0,0.25256735404514163,1.0,1.0,1.0,1.0,1.0,0.25,0.2,0.2,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.3589743589743589,0.09090909090909091,0.09090909090909091,0.0,0.02299402419957808,0.2,0.25,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,0.1,0.1,0.0,0.2,0.06666666666666665,0.125,0.125,0.0,0.23115455144690417,1.0
2477,1222,2477-1222,0,0.016413582263433677,0.52,0.4,0.4,0.0,1.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.46153846153846156,0.3333333333333333,0.3333333333333333,0.0,0.5,0.30434782608695654,0.0,0.16666666666666666,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.75,0.3333333333333333,0.3333333333333333,0.0,0.5,0.3529411764705882,0.18181818181818182,0.18181818181818182,0.0,0.5,0.5531914893617021,0.3333333333333333,0.3333333333333333,0.0,0.159668392257884,0.6666666666666666
