source_id,target_id,pair_id,label,cosine_tfidf,price_abs_diff,price_num_equal,description_lev,description_jaccard,description_relaxed_jaccard,description_overlap,description_cosine_tfidf,description_containment,name_lev,name_jaccard,name_relaxed_jaccard,name_overlap,name_cosine_tfidf,name_containment
730,775,730-775,0,0.019648901877241474,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.39655172413793105,0.2727272727272727,0.2727272727272727,0.0,0.0,0.6
670,820,670-820,0,0.0023191573746304157,-1.0,-1.0,0.09401709401709402,0.0,0.0,0.0,0.0041797539328683265,0.0,0.3620689655172413,0.25,0.25,0.0,0.0,0.4444444444444444
497,239,497-239,0,0.00704613765475551,1551.0,0.0,0.2567567567567568,0.0967741935483871,0.0967741935483871,0.0,0.011603542850944785,0.2727272727272727,0.5909090909090908,0.3,0.3,0.0,0.0,0.6
644,299,644-299,0,0.021764468570339042,-1.0,-1.0,0.09316770186335399,0.019230769230769232,0.0392156862745098,0.0,0.0261899052693868,0.14285714285714285,0.3648648648648649,0.26666666666666666,0.26666666666666666,0.0,0.0,0.5
464,32,464-32,0,0.01661748746096365,-1.0,-1.0,0.04210526315789476,0.0,0.0,0.0,0.02713331802904094,0.0,0.4418604651162791,0.2222222222222222,0.2222222222222222,0.0,0.0,0.4
855,1061,855-1061,0,0.01621460650908598,-1.0,-1.0,0.1694915254237288,0.12280701754385964,0.12280701754385964,0.0,0.013922440236834898,0.6363636363636364,0.32894736842105265,0.11764705882352941,0.1875,0.0,0.016482528676955596,0.3333333333333333
671,817,671-817,0,0.0021185485432082996,-1.0,-1.0,0.10434782608695647,0.0,0.0,0.0,0.003990325364123907,0.0,0.3448275862068966,0.25,0.25,0.0,0.0,0.4444444444444444
255,871,255-871,1,0.014792966043833967,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.43181818181818177,0.18181818181818182,0.18181818181818182,0.0,0.0,0.3333333333333333
328,302,328-302,0,0.02609959583387492,32.96,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3833333333333333,0.2857142857142857,0.38461538461538464,0.0,0.0,0.5
345,874,345-874,0,0.09822041794763611,-1.0,-1.0,0.2674897119341564,0.17647058823529413,0.2,0.0,0.10037063527686325,0.45,0.5135135135135135,0.2857142857142857,0.2857142857142857,0.0,0.08385953865127883,0.6
466,579,466-579,0,0.03158037713038202,-1.0,-1.0,0.05483870967741933,0.11764705882352941,0.11764705882352941,0.0,0.03319301710682955,1.0,0.49122807017543857,0.21428571428571427,0.21428571428571427,0.0,0.0,0.375
190,34,190-34,0,0.026945925401139565,-1.0,-1.0,0.09248554913294793,0.06666666666666667,0.06666666666666667,0.0,0.021314637259627064,0.4,0.390625,0.23076923076923078,0.23076923076923078,0.0,0.023188055112975427,0.6
1021,17,1021-17,0,0.0,-1.0,-1.0,0.028735632183908066,0.04,0.04,0.0,0.0,1.0,0.3529411764705882,0.2727272727272727,0.2727272727272727,0.0,0.0,0.42857142857142855
719,798,719-798,0,0.004484370904996511,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4375,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666
519,399,519-399,0,0.0019041108279836583,-1.0,-1.0,0.051162790697674376,0.0,0.0,0.0,0.0035912855309504083,0.0,0.273972602739726,0.21428571428571427,0.21428571428571427,0.0,0.0,0.5
675,1021,675-1021,0,0.006861286490469185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5178571428571428,0.35714285714285715,0.35714285714285715,0.0,0.0,0.5555555555555556
14,517,14-517,0,0.0,13.39,0.0,0.15533980582524276,0.0,0.0,0.0,0.0,0.0,0.3529411764705882,0.1111111111111111,0.25,0.0,0.0,0.2
647,1074,647-1074,0,0.0831994710080254,-1.0,-1.0,0.012396694214875992,0.0,0.0,0.0,0.0860306172696445,0.0,0.4666666666666667,0.4166666666666667,0.4166666666666667,0.0,0.0,0.625
345,653,345-653,0,0.021065984597265282,-1.0,-1.0,0.2222222222222222,0.1276595744680851,0.15217391304347827,0.0,0.03069114062938905,0.46153846153846156,0.33333333333333337,0.23076923076923078,0.23076923076923078,0.0,0.0,0.5
993,419,993-419,0,0.015003553715417294,-1.0,-1.0,0.16384180790960456,0.05555555555555555,0.05555555555555555,0.0,0.0246586413125364,0.2222222222222222,0.32352941176470584,0.30434782608695654,0.30434782608695654,0.0,0.0,0.5
138,205,138-205,0,0.035919508959718995,4.279999999999999,0.0,0.20833333333333337,0.05405405405405406,0.05405405405405406,0.0,0.0402183849978346,0.13333333333333333,0.40384615384615385,0.3333333333333333,0.3333333333333333,0.0,0.0,0.75
836,1034,836-1034,0,0.0441210633344108,87.58,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4464285714285714,0.21428571428571427,0.21428571428571427,0.0,0.0,0.375
444,880,444-880,0,0.0018224456461630994,-1.0,-1.0,0.2178217821782178,0.1794871794871795,0.1794871794871795,0.0,0.0031661236173329784,0.4666666666666667,0.5087719298245614,0.3333333333333333,0.42857142857142855,0.0,0.0,0.5
717,801,717-801,0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4054054054054054,0.4,0.4,0.0,0.0,0.6666666666666666
558,485,558-485,0,0.03273320149037081,-1.0,-1.0,0.012345679012345734,0.0,0.0,0.0,0.048024462093055865,0.0,0.3529411764705882,0.2222222222222222,0.2222222222222222,0.0,0.0,0.4
844,819,844-819,0,0.0020939729014827365,-1.0,-1.0,0.069620253164557,0.043478260869565216,0.043478260869565216,0.0,0.0037925943628021428,0.5,0.5344827586206897,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5555555555555556
109,366,109-366,0,0.02647677062529112,-1.0,-1.0,0.03157894736842104,0.0,0.0,0.0,0.031103031193951768,0.0,0.4,0.23076923076923078,0.23076923076923078,0.0,0.0,0.42857142857142855
256,460,256-460,0,0.002130126123908873,-1.0,-1.0,0.02238805970149249,0.0,0.0,0.0,0.0039583109920208834,0.0,0.43999999999999995,0.18181818181818182,0.18181818181818182,0.0,0.0,0.4
608,695,608-695,0,0.13563438019912843,-1.0,-1.0,0.3088235294117647,0.2682926829268293,0.3,0.0,0.13021122054834539,0.6470588235294118,0.37777777777777777,0.25,0.36363636363636365,0.0,0.13198838230150783,0.42857142857142855
674,889,674-889,0,0.013580440675826288,-1.0,-1.0,0.14767932489451474,0.08163265306122448,0.17777777777777778,0.0,0.0163302804401994,0.3076923076923077,0.45614035087719296,0.23529411764705882,0.23529411764705882,0.0,0.0,0.4
919,1004,919-1004,0,0.015748972739412878,2.25,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.41860465116279066,0.6,0.6,0.0,0.0,0.75
577,961,577-961,0,0.04978445636315002,-1.0,-1.0,0.30316742081447967,0.45454545454545453,0.5,0.0,0.04118322495339517,0.7894736842105263,0.3090909090909091,0.36363636363636365,0.36363636363636365,0.0,0.06239072095580576,0.5714285714285714
963,97,963-97,0,0.0,33.01,0.0,0.05434782608695654,0.038461538461538464,0.038461538461538464,0.0,0.0,0.5,0.35416666666666663,0.23076923076923078,0.23076923076923078,0.0,0.0,0.375
1038,886,1038-886,0,0.03366352145233607,520.28,0.0,0.23529411764705888,0.07462686567164178,0.07462686567164178,0.0,0.024098203673432537,0.25,0.5952380952380952,0.3,0.3,0.0,0.06577782052015937,0.5
226,585,226-585,0,0.009832799502648197,-1.0,-1.0,0.11965811965811968,0.09523809523809523,0.09523809523809523,0.0,0.012743439576066547,0.6666666666666666,0.4883720930232558,0.25,0.25,0.0,0.0,0.5
1011,648,1011-648,0,0.0,-1.0,-1.0,0.2683823529411765,0.015151515151515152,0.015151515151515152,0.0,0.0,0.037037037037037035,0.3561643835616438,0.125,0.125,0.0,0.0,0.3333333333333333
482,1071,482-1071,0,0.0023900540427008402,-1.0,-1.0,0.03512880562060894,0.03076923076923077,0.03076923076923077,0.0,0.004228283715022942,0.5,0.3023255813953488,0.2,0.2,0.0,0.0,0.4
